R Rg
0.05 0.0
0.15000000000000002 0.0
0.25 0.0
0.35000000000000003 0.0
0.45 0.0
0.55 0.0
0.65 0.0
0.75 0.0
0.8500000000000001 0.0
0.9500000000000001 0.0
1.05 0.0
1.1500000000000001 0.0
1.25 0.0
1.35 0.0
1.4500000000000002 0.0
1.55 0.0
1.6500000000000001 0.0
1.75 0.0
1.85 0.0
1.9500000000000002 0.0
2.0500000000000003 0.0
2.15 0.0
2.25 0.0
2.35 0.0
2.45 0.0
2.5500000000000003 0.0
2.6500000000000004 0.0
2.75 4.499908297859553
2.85 0.0
2.95 7.81426819559075
3.0500000000000003 0.0
3.1500000000000004 0.0
3.25 3.2219286613579414
3.35 12.100922406640684
3.45 11.412092062394219
3.5500000000000003 8.088824010839184
3.6500000000000004 12.747025231841645
3.75 9.667550933034512
3.85 16.049079962670657
3.95 8.711215048122513
4.05 20.71215213117894
4.15 15.775121411320121
4.25 28.222585371745403
4.3500000000000005 23.334284958266718
4.45 24.013777376624446
4.55 22.978217463948603
4.65 29.858857020101887
4.75 40.65413961090135
4.8500000000000005 37.56562545601118
4.95 34.665298131596806
5.050000000000001 42.63403926964491
5.15 58.927809950312856
5.25 55.49104738982914
5.3500000000000005 49.86723491706819
5.45 86.94669390150229
5.550000000000001 80.54401230986126
5.65 80.92841223564128
5.75 96.64398622344571
5.8500000000000005 103.28356846678227
5.95 105.63082620893658
6.050000000000001 127.23762687656016
6.15 137.50960158105573
6.25 146.2047782341828
6.3500000000000005 177.0480110508984
6.45 198.5596016373469
6.550000000000001 213.97811658049562
6.65 226.78969909236025
6.75 255.17153219210246
6.8500000000000005 297.0531453369886
6.95 295.62139875594204
7.050000000000001 337.91718953097416
7.15 375.7574823472188
7.25 368.70521440828895
7.3500000000000005 417.9027422629882
7.45 450.23649269766264
7.550000000000001 498.61090693737174
7.65 507.18643832436675
7.75 560.951036709565
7.8500000000000005 563.3335122933382
7.95 631.0183135135376
8.05 638.5040338062926
8.15 678.2308913964375
8.25 667.3547415622685
8.35 689.9933220382303
8.450000000000001 758.5313433561004
8.55 738.5496937513802
8.65 758.8227123765234
8.75 776.2503939329196
8.85 776.1705397827071
8.950000000000001 808.1222548946225
9.05 809.8883676254127
9.15 817.8493347507214
9.25 818.1595250966627
9.35 810.8699344201535
9.450000000000001 808.2616270935662
9.55 787.307590885854
9.65 760.1376900941799
9.75 805.7961774734405
9.850000000000001 782.8308324833789
9.950000000000001 786.4375842022513
10.05 718.6675309335287
10.15 717.7782395639274
10.25 687.3290811089864
10.350000000000001 674.4293061157374
10.450000000000001 633.8753745723067
10.55 645.1438600103371
10.65 575.2392704843716
10.75 557.2138725456152
10.850000000000001 546.4087405720542
10.950000000000001 519.7552181994189
11.05 490.6048075906738
11.15 455.8746547336007
11.25 445.4030678801168
11.350000000000001 406.9678047296597
11.450000000000001 377.85405190564325
11.55 341.51752111779825
11.65 316.89184754718957
11.75 308.3298247572014
11.850000000000001 282.0656417497347
11.950000000000001 247.3652980148763
12.05 234.85631246262975
12.15 216.2600114099529
12.25 195.7523217571836
12.350000000000001 174.99242298954422
12.450000000000001 156.17513224943647
12.55 143.55024088546233
12.65 126.20097470791927
12.75 126.33148681155157
12.850000000000001 105.42460201807843
12.950000000000001 83.93247802205025
13.05 83.05562664901501
13.15 66.6525038825451
13.25 65.26495633334156
13.350000000000001 57.04302851811141
13.450000000000001 53.565405422695804
13.55 40.926007769222444
13.65 42.88113162839443
13.75 33.453725613886505
13.850000000000001 29.24939099253188
13.950000000000001 22.715096207316954
14.05 25.66380858577793
14.15 18.172777023215303
14.25 16.912977977855356
14.350000000000001 16.510542258314597
14.450000000000001 16.288075844311837
14.55 12.688671371684405
14.65 11.248778926770152
14.75 6.876716257045125
14.850000000000001 6.785502727932646
14.950000000000001 5.173444609057681
15.05 5.85527529061064
15.15 4.741563068286311
15.25 5.264087436770544
15.350000000000001 3.463881224054394
15.450000000000001 3.7039623713055465
15.55 2.9528670761407367
15.65 2.360573088608927
15.75 2.60499436723249
15.850000000000001 1.8947909990456053
15.950000000000001 1.2035363678062916
16.05 1.452362218614593
16.150000000000002 1.434324775177323
16.25 1.0305542671326389
16.35 0.7634020411440676
16.45 0.7541994973389319
16.55 0.49674463797017443
16.650000000000002 0.49061279533810914
16.75 0.727072634485227
16.85 0.47933117472997994
16.95 0.35515405709724895
17.05 0.2339844440393171
17.150000000000002 0.3468098777766138
17.25 0.0
17.35 0.22604894773872858
17.45 0.3350930294716916
17.55 0.1104631027988951
17.650000000000002 0.0
17.75 0.10798782426518114
17.85 0.10668062615028376
17.95 0.0
18.05 0.0
18.150000000000002 0.0
18.25 0.0
18.35 0.0
18.45 0.0
18.55 0.0
18.650000000000002 0.0
18.75 0.0
18.85 0.0
18.95 0.0
19.05 0.0
19.150000000000002 0.0
19.25 0.0
19.35 0.0
19.450000000000003 0.0
19.55 0.0
19.650000000000002 0.0
19.75 0.0
19.85 0.0
19.950000000000003 0.0
20.05 0.0
20.150000000000002 0.0
20.25 0.0
20.35 0.0
20.450000000000003 0.0
20.55 0.0
20.650000000000002 0.0
20.75 0.0
20.85 0.0
20.950000000000003 0.0
21.05 0.0
21.150000000000002 0.0
21.25 0.0
21.35 0.0
21.450000000000003 0.0
21.55 0.0
21.650000000000002 0.0
21.75 0.0
21.85 0.0
21.950000000000003 0.0
22.05 0.0
22.150000000000002 0.0
22.25 0.0
22.35 0.0
22.450000000000003 0.0
22.55 0.0
22.650000000000002 0.0
22.75 0.0
22.85 0.0
22.950000000000003 0.0
23.05 0.0
23.150000000000002 0.0
23.25 0.0
23.35 0.0
23.450000000000003 0.0
23.55 0.0
23.650000000000002 0.0
23.75 0.0
23.85 0.0
23.950000000000003 0.0
24.05 0.0
24.150000000000002 0.0
24.25 0.0
24.35 0.0
24.450000000000003 0.0
24.55 0.0
24.650000000000002 0.0
24.75 0.0
24.85 0.0
24.950000000000003 0.0
25.05 0.0
25.150000000000002 0.0
25.25 0.0
25.35 0.0
25.450000000000003 0.0
25.55 0.0
25.650000000000002 0.0
25.75 0.0
25.85 0.0
25.950000000000003 0.0
26.05 0.0
26.150000000000002 0.0
26.25 0.0
26.35 0.0
26.450000000000003 0.0
26.55 0.0
26.650000000000002 0.0
26.75 0.0
26.85 0.0
26.950000000000003 0.0
27.05 0.0
27.150000000000002 0.0
27.25 0.0
27.35 0.0
27.450000000000003 0.0
27.55 0.0
27.650000000000002 0.0
27.75 0.0
27.85 0.0
27.950000000000003 0.0
28.05 0.0
28.150000000000002 0.0
28.25 0.0
28.35 0.0
28.450000000000003 0.0
28.55 0.0
28.650000000000002 0.0
28.75 0.0
28.85 0.0
28.950000000000003 0.0
29.05 0.0
29.150000000000002 0.0
29.25 0.0
29.35 0.0
29.450000000000003 0.0
29.55 0.0
29.650000000000002 0.0
29.75 0.0
29.85 0.0
29.950000000000003 0.0
30.05 0.0
30.150000000000002 0.0
30.25 0.0
30.35 0.0
30.450000000000003 0.0
30.55 0.0
30.650000000000002 0.0
30.75 0.0
30.85 0.0
30.950000000000003 0.0
31.05 0.0
31.150000000000002 0.0
31.25 0.0
31.35 0.0
31.450000000000003 0.0
31.55 0.0
31.650000000000002 0.0
31.75 0.0
31.85 0.0
31.950000000000003 0.0
32.050000000000004 0.0
32.15 0.0
32.25 0.0
32.35 0.0
32.45 0.0
32.550000000000004 0.0
32.65 0.0
32.75 0.0
32.85 0.0
32.95 0.0
33.050000000000004 0.0
33.15 0.0
33.25 0.0
33.35 0.0
33.45 0.0
33.550000000000004 0.0
33.65 0.0
33.75 0.0
33.85 0.0
33.95 0.0
34.050000000000004 0.0
34.15 0.0
34.25 0.0
34.35 0.0
34.45 0.0
34.550000000000004 0.0
34.65 0.0
34.75 0.0
34.85 0.0
34.95 0.0
35.050000000000004 0.0
35.15 0.0
35.25 0.0
35.35 0.0
35.45 0.0
35.550000000000004 0.0
35.65 0.0
35.75 0.0
35.85 0.0
35.95 0.0
36.050000000000004 0.0
36.15 0.0
36.25 0.0
36.35 0.0
36.45 0.0
36.550000000000004 0.0
36.65 0.0
36.75 0.0
36.85 0.0
36.95 0.0
37.050000000000004 0.0
37.15 0.0
37.25 0.0
37.35 0.0
37.45 0.0
37.550000000000004 0.0
37.65 0.0
37.75 0.0
37.85 0.0
37.95 0.0
38.050000000000004 0.0
38.15 0.0
38.25 0.0
38.35 0.0
38.45 0.0
38.550000000000004 0.0
38.650000000000006 0.0
38.75 0.0
38.85 0.0
38.95 0.0
39.050000000000004 0.0
39.150000000000006 0.0
39.25 0.0
39.35 0.0
39.45 0.0
39.550000000000004 0.0
39.650000000000006 0.0
39.75 0.0
39.85 0.0
39.95 0.0
40.050000000000004 0.0
40.150000000000006 0.0
40.25 0.0
40.35 0.0
40.45 0.0
40.550000000000004 0.0
40.650000000000006 0.0
40.75 0.0
40.85 0.0
40.95 0.0
41.050000000000004 0.0
41.150000000000006 0.0
41.25 0.0
41.35 0.0
41.45 0.0
41.550000000000004 0.0
41.650000000000006 0.0
41.75 0.0
41.85 0.0
41.95 0.0
42.050000000000004 0.0
42.150000000000006 0.0
42.25 0.0
42.35 0.0
42.45 0.0
42.550000000000004 0.0
42.650000000000006 0.0
42.75 0.0
42.85 0.0
42.95 0.0
43.050000000000004 0.0
43.150000000000006 0.0
43.25 0.0
43.35 0.0
43.45 0.0
43.550000000000004 0.0
43.650000000000006 0.0
43.75 0.0
43.85 0.0
43.95 0.0
44.050000000000004 0.0
44.150000000000006 0.0
44.25 0.0
44.35 0.0
44.45 0.0
44.550000000000004 0.0
44.650000000000006 0.0
44.75 0.0
44.85 0.0
44.95 0.0
45.050000000000004 0.0
45.150000000000006 0.0
45.25 0.0
45.35 0.0
45.45 0.0
45.550000000000004 0.0
45.650000000000006 0.0
45.75 0.0
45.85 0.0
45.95 0.0
46.050000000000004 0.0
46.150000000000006 0.0
46.25 0.0
46.35 0.0
46.45 0.0
46.550000000000004 0.0
46.650000000000006 0.0
46.75 0.0
46.85 0.0
46.95 0.0
47.050000000000004 0.0
47.150000000000006 0.0
47.25 0.0
47.35 0.0
47.45 0.0
47.550000000000004 0.0
47.650000000000006 0.0
47.75 0.0
47.85 0.0
47.95 0.0
48.050000000000004 0.0
48.150000000000006 0.0
48.25 0.0
48.35 0.0
48.45 0.0
48.550000000000004 0.0
48.650000000000006 0.0
48.75 0.0
48.85 0.0
48.95 0.0
49.050000000000004 0.0
49.150000000000006 0.0
49.25 0.0
49.35 0.0
49.45 0.0
49.550000000000004 0.0
49.650000000000006 0.0
49.75 0.0
49.85 0.0
49.95 0.0
50.050000000000004 0.0
50.150000000000006 0.0
50.25 0.0
50.35 0.0
50.45 0.0
50.550000000000004 0.0
50.650000000000006 0.0
50.75 0.0
50.85 0.0
50.95 0.0
