R Rg
0.05 0.0
0.15000000000000002 0.0
0.25 0.0
0.35000000000000003 0.0
0.45 0.0
0.55 0.0
0.65 0.0
0.75 0.0
0.8500000000000001 0.0
0.9500000000000001 0.0
1.05 0.0
1.1500000000000001 0.0
1.25 0.0
1.35 0.0
1.4500000000000002 0.0
1.55 0.0
1.6500000000000001 0.0
1.75 0.0
1.85 10.67908247705731
1.9500000000000002 19.194475992284367
2.0500000000000003 8.693619782437269
2.15 7.898036928535387
2.25 0.0
2.35 0.0
2.45 6.08249706822797
2.5500000000000003 11.237975367323806
2.6500000000000004 10.404239777799129
2.75 14.480375029326158
2.85 26.97750395602658
2.95 33.56281482920348
3.0500000000000003 23.563167797413307
3.1500000000000004 18.386008046108277
3.25 34.55225197095356
3.35 39.036753722334694
3.45 49.08684567469209
3.5500000000000003 40.5797697964241
3.6500000000000004 57.54283037802866
3.75 46.73522361623109
3.85 61.56717844752731
3.95 70.22510789718648
4.05 55.66881120976114
4.15 89.04260563525916
4.25 54.574309577812386
4.3500000000000005 98.40242644783837
4.45 108.7956715245551
4.55 118.14837786934558
4.65 126.62353882828504
4.75 142.3999195589473
4.8500000000000005 172.31174647015246
4.95 186.27203524851214
5.050000000000001 193.26687062382942
5.15 200.9630509785734
5.25 249.03800192465746
5.3500000000000005 267.89478453057984
5.45 263.04827202166285
5.550000000000001 325.93753016865173
5.65 368.28186143203635
5.75 475.9512804020058
5.8500000000000005 489.6569069876053
5.95 516.6472016357242
6.050000000000001 520.723268295384
6.15 512.5748668553963
6.25 493.52160977750503
6.3500000000000005 568.6234560348917
6.45 624.8357369501601
6.550000000000001 682.487710774959
6.65 758.7036441692845
6.75 869.420731123525
6.8500000000000005 918.1509466276975
6.95 915.3392053061251
7.050000000000001 899.8528336333059
7.15 935.5493360748559
7.25 964.7868525452294
7.3500000000000005 951.5569041641908
7.45 1031.4339431867613
7.550000000000001 1006.8584216196077
7.65 1058.0799556687336
7.75 1106.324929320323
7.8500000000000005 1115.6047562096817
7.95 1110.2383696169784
8.05 1085.6535875131306
8.15 1050.4153023022704
8.25 1090.0241274249947
8.35 1094.411297014062
8.450000000000001 1093.178424857598
8.55 1083.2848084500715
8.65 1070.090177737118
8.75 1013.3305507711672
8.85 1002.2096184721672
8.950000000000001 953.0648762248157
9.05 913.3947891505451
9.15 860.8581582677339
9.25 868.3497365109434
9.35 818.5346760524426
9.450000000000001 807.8269031702272
9.55 821.0773921879586
9.65 786.4966339994571
9.75 723.2310668341171
9.850000000000001 690.1305938626375
9.950000000000001 656.4214239213637
10.05 611.961334471307
10.15 569.1413976645257
10.25 534.1304146905165
10.350000000000001 514.6719458882784
10.450000000000001 476.4310816314153
10.55 443.2060463563347
10.65 409.1295860969469
10.75 389.87305760830037
10.850000000000001 345.20212451587554
10.950000000000001 348.35951929316195
11.05 334.590357550362
11.15 276.3490331823003
11.25 260.78708851872153
11.350000000000001 223.90756703311868
11.450000000000001 215.82635508140572
11.55 200.08191703650147
11.65 177.01918785299205
11.75 166.88092874615856
11.850000000000001 147.95247044377822
11.950000000000001 135.77014458375618
12.05 121.451989281382
12.15 103.13712806548476
12.25 89.53713956478849
12.350000000000001 78.99423070018364
12.450000000000001 72.79238786611388
12.55 69.32267792683419
12.65 54.5298335596375
12.75 51.66127332275543
12.850000000000001 41.57215219581172
12.950000000000001 34.40264544723923
13.05 28.730080867808095
13.15 23.65182444844692
13.25 22.252393131713507
13.350000000000001 17.211039743233922
13.450000000000001 16.552596036000082
13.55 12.530317774226072
13.65 12.93396866321256
13.75 11.394593705287697
13.850000000000001 8.758161568714797
13.950000000000001 5.441712663079837
14.05 5.36484161249296
14.15 3.465501509909466
14.25 3.776866785183051
14.350000000000001 2.4841496978337405
14.450000000000001 2.2747998486934553
14.55 1.3801306205437134
14.65 1.7017297779436829
14.75 1.0074449617060235
14.850000000000001 0.16570728229667595
14.950000000000001 0.6542787179776288
15.05 0.9674054650237836
15.15 0.7956965810788501
15.25 0.47159046022278084
15.350000000000001 0.0
15.450000000000001 0.15316433721615225
15.55 0.15120071893668344
15.65 0.14927462134254213
15.75 0.0
15.850000000000001 0.14551556693843076
15.950000000000001 0.1437121022049755
16.05 0.0
16.150000000000002 0.0
16.25 0.0
16.35 0.0
16.45 0.0
16.55 0.0
16.650000000000002 0.0
16.75 0.0
16.85 0.0
16.95 0.0
17.05 0.0
17.150000000000002 0.0
17.25 0.0
17.35 0.0
17.45 0.0
17.55 0.0
17.650000000000002 0.0
17.75 0.0
17.85 0.0
17.95 0.0
18.05 0.0
18.150000000000002 0.0
18.25 0.0
18.35 0.0
18.45 0.0
18.55 0.0
18.650000000000002 0.0
18.75 0.0
18.85 0.0
18.95 0.0
19.05 0.0
19.150000000000002 0.0
19.25 0.0
19.35 0.0
19.450000000000003 0.0
19.55 0.0
19.650000000000002 0.0
19.75 0.0
19.85 0.0
19.950000000000003 0.0
20.05 0.0
20.150000000000002 0.0
20.25 0.0
20.35 0.0
20.450000000000003 0.0
20.55 0.0
20.650000000000002 0.0
20.75 0.0
20.85 0.0
20.950000000000003 0.0
21.05 0.0
21.150000000000002 0.0
21.25 0.0
21.35 0.0
21.450000000000003 0.0
21.55 0.0
21.650000000000002 0.0
21.75 0.0
21.85 0.0
21.950000000000003 0.0
22.05 0.0
22.150000000000002 0.0
22.25 0.0
22.35 0.0
22.450000000000003 0.0
22.55 0.0
22.650000000000002 0.0
22.75 0.0
22.85 0.0
22.950000000000003 0.0
23.05 0.0
23.150000000000002 0.0
23.25 0.0
23.35 0.0
23.450000000000003 0.0
23.55 0.0
23.650000000000002 0.0
23.75 0.0
23.85 0.0
23.950000000000003 0.0
24.05 0.0
24.150000000000002 0.0
24.25 0.0
24.35 0.0
24.450000000000003 0.0
24.55 0.0
24.650000000000002 0.0
24.75 0.0
24.85 0.0
24.950000000000003 0.0
25.05 0.0
25.150000000000002 0.0
25.25 0.0
25.35 0.0
25.450000000000003 0.0
25.55 0.0
25.650000000000002 0.0
25.75 0.0
25.85 0.0
25.950000000000003 0.0
26.05 0.0
26.150000000000002 0.0
26.25 0.0
26.35 0.0
26.450000000000003 0.0
26.55 0.0
26.650000000000002 0.0
26.75 0.0
26.85 0.0
26.950000000000003 0.0
27.05 0.0
27.150000000000002 0.0
27.25 0.0
27.35 0.0
27.450000000000003 0.0
27.55 0.0
27.650000000000002 0.0
27.75 0.0
27.85 0.0
27.950000000000003 0.0
28.05 0.0
28.150000000000002 0.0
28.25 0.0
28.35 0.0
28.450000000000003 0.0
28.55 0.0
28.650000000000002 0.0
28.75 0.0
28.85 0.0
28.950000000000003 0.0
29.05 0.0
29.150000000000002 0.0
29.25 0.0
29.35 0.0
29.450000000000003 0.0
29.55 0.0
29.650000000000002 0.0
29.75 0.0
29.85 0.0
29.950000000000003 0.0
30.05 0.0
30.150000000000002 0.0
30.25 0.0
30.35 0.0
30.450000000000003 0.0
30.55 0.0
30.650000000000002 0.0
30.75 0.0
30.85 0.0
30.950000000000003 0.0
31.05 0.0
31.150000000000002 0.0
31.25 0.0
31.35 0.0
31.450000000000003 0.0
31.55 0.0
31.650000000000002 0.0
31.75 0.0
31.85 0.0
31.950000000000003 0.0
32.050000000000004 0.0
32.15 0.0
32.25 0.0
32.35 0.0
32.45 0.0
32.550000000000004 0.0
32.65 0.0
32.75 0.0
32.85 0.0
32.95 0.0
33.050000000000004 0.0
33.15 0.0
33.25 0.0
33.35 0.0
33.45 0.0
33.550000000000004 0.0
33.65 0.0
33.75 0.0
33.85 0.0
33.95 0.0
34.050000000000004 0.0
34.15 0.0
34.25 0.0
34.35 0.0
34.45 0.0
34.550000000000004 0.0
34.65 0.0
34.75 0.0
34.85 0.0
34.95 0.0
35.050000000000004 0.0
35.15 0.0
35.25 0.0
35.35 0.0
35.45 0.0
35.550000000000004 0.0
35.65 0.0
35.75 0.0
35.85 0.0
35.95 0.0
36.050000000000004 0.0
36.15 0.0
36.25 0.0
36.35 0.0
36.45 0.0
36.550000000000004 0.0
36.65 0.0
36.75 0.0
36.85 0.0
36.95 0.0
37.050000000000004 0.0
37.15 0.0
37.25 0.0
37.35 0.0
37.45 0.0
37.550000000000004 0.0
37.65 0.0
37.75 0.0
37.85 0.0
37.95 0.0
38.050000000000004 0.0
38.15 0.0
38.25 0.0
38.35 0.0
38.45 0.0
38.550000000000004 0.0
38.650000000000006 0.0
38.75 0.0
38.85 0.0
38.95 0.0
39.050000000000004 0.0
39.150000000000006 0.0
39.25 0.0
39.35 0.0
39.45 0.0
39.550000000000004 0.0
39.650000000000006 0.0
39.75 0.0
39.85 0.0
39.95 0.0
40.050000000000004 0.0
40.150000000000006 0.0
40.25 0.0
40.35 0.0
40.45 0.0
40.550000000000004 0.0
40.650000000000006 0.0
40.75 0.0
40.85 0.0
40.95 0.0
41.050000000000004 0.0
41.150000000000006 0.0
41.25 0.0
41.35 0.0
41.45 0.0
41.550000000000004 0.0
41.650000000000006 0.0
41.75 0.0
41.85 0.0
41.95 0.0
42.050000000000004 0.0
42.150000000000006 0.0
42.25 0.0
42.35 0.0
42.45 0.0
42.550000000000004 0.0
42.650000000000006 0.0
42.75 0.0
42.85 0.0
42.95 0.0
43.050000000000004 0.0
43.150000000000006 0.0
43.25 0.0
43.35 0.0
43.45 0.0
43.550000000000004 0.0
43.650000000000006 0.0
43.75 0.0
43.85 0.0
43.95 0.0
44.050000000000004 0.0
44.150000000000006 0.0
44.25 0.0
44.35 0.0
44.45 0.0
44.550000000000004 0.0
44.650000000000006 0.0
44.75 0.0
44.85 0.0
44.95 0.0
45.050000000000004 0.0
45.150000000000006 0.0
45.25 0.0
45.35 0.0
45.45 0.0
45.550000000000004 0.0
45.650000000000006 0.0
45.75 0.0
45.85 0.0
45.95 0.0
46.050000000000004 0.0
46.150000000000006 0.0
46.25 0.0
46.35 0.0
46.45 0.0
46.550000000000004 0.0
46.650000000000006 0.0
46.75 0.0
46.85 0.0
46.95 0.0
47.050000000000004 0.0
47.150000000000006 0.0
47.25 0.0
47.35 0.0
47.45 0.0
47.550000000000004 0.0
47.650000000000006 0.0
47.75 0.0
47.85 0.0
47.95 0.0
48.050000000000004 0.0
48.150000000000006 0.0
48.25 0.0
48.35 0.0
48.45 0.0
48.550000000000004 0.0
48.650000000000006 0.0
48.75 0.0
48.85 0.0
48.95 0.0
49.050000000000004 0.0
49.150000000000006 0.0
49.25 0.0
49.35 0.0
49.45 0.0
49.550000000000004 0.0
49.650000000000006 0.0
49.75 0.0
49.85 0.0
49.95 0.0
50.050000000000004 0.0
50.150000000000006 0.0
50.25 0.0
50.35 0.0
50.45 0.0
50.550000000000004 0.0
50.650000000000006 0.0
50.75 0.0
50.85 0.0
50.95 0.0
51.050000000000004 0.0
51.150000000000006 0.0
51.25 0.0
